ISBN,title,author,genre,language,url,description
9781784874858.0,Slaughterhouse 5,Kurt Vonnegut,Fiction,English,https://zangakbookstore.am/en/slaughterhouse-5,"As a young man and a prisoner of war, Kurt Vonnegut witnessed the 1945 US fire-bombing of Dresden in Germany, which reduced the once proudly beautiful city to rubble and claimed the lives of thousands of its citizens.

For many years, Kurt tried to write about Dresden but the words would not come. When he did write about it, he combined his trademark humour, unfettered imagination, boundless humanity and keen sense of irony to create one of the most powerful anti-war books every written, and an enduring American classic.

This special edition is published with notes of appreciation from some of the book's ardent fans (Kate Atkinson, Richard Herring, Robin Ince) as well as fascinating extra material from Vonnegut's archive which casts light on the genesis, reception and enduring influence of an iconic American classic."
9781784875329.0,To The Lighthouse,Virginia Woolf,Fiction,English,https://zangakbookstore.am/en/to-the-lighthouse-2,"Woolf's textured prose invites us into each of the characters' minds as we follow them on a winding, decade-long journey to the lighthouse.

Mr and Mrs Ramsay and their eight children have always holidayed at their summer house in Skye, surrounded by family friends. But as time passes, bringing with it war and death, the summer home stands empty until one day, many years later, the family return to make the long-postponed visit to the lighthouse.

VINTAGE VOYAGES: A world of journeys, from the tallest mountains to the depths of the mind"
9781784875350.0,The Rings of Saturn,Winfried Georg Sebald,Fiction,English,https://zangakbookstore.am/en/the-rings-of-saturn-1,"Encountering an eccentric cast of characters along the way, Sebald confronts the frailty of human existence as he voyages along the Suffolk coast on foot.

What begins as the record of a journey on foot through coastal East Anglia becomes the great, constellated story of people and cultures past and present: of Chateaubriand, Thomas Browne, Swinburne and Conrad, of fishing fleets, skulls and silkworms. A rich meditation on the past via a melancholy trip along the Suffolk coast, The Rings of Saturn is an intricately patterned and haunting book on the transience of all things human.

VINTAGE VOYAGES: A world of journeys, from the tallest mountains to the depths of the mind"
9781784875411.0,The Wind-Up Bird Chronicle (Vintage Classics),Haruki Murakami,Fiction,English,https://zangakbookstore.am/en/winnie-the-pooh-classics-box-set-1,"Toru Okada's cat has disappeared.

His wife is growing more distant every day.

Then there are the increasingly explicit telephone calls he has recently been receiving.

As this compelling story unfolds, the tidy suburban realities of Okada's vague and blameless life, spent cooking, reading, listening to jazz and opera and drinking beer at the kitchen table, are turned inside out. He embarks on a bizarre journey, guided by a succession of characters, each with a tale to tell."
9781784875541.0,American Pastoral,Philip Roth,Fiction,English,https://zangakbookstore.am/en/american-pastoral-1,"Discover the Pulitzer-prize winning novel that confirmed Philip Roth as one of the greatest American writers.
'Swede' Levov is living the American dream. He glides through life cocooned by his devoted family, lucrative business, sporting prowess and good looks. He is the embodiment of thriving, post-war America, land of liberty and hope. Until one sunny day in 1968, when Swede's daughter, Merry, commits an outlandishly savage act of political terrorism and the Levov family is plunged into mayhem. Extraordinarily nuanced and poignant, American Pastoral is the first in an eloquent trilogy of post-war American novels that still resonates today."
9781784875558.0,I Married a Communist,Philip Roth,Fiction,English,https://zangakbookstore.am/en/i-married-a-communist-1,"The Pulitzer Prize-winning writer Philip Roth turns his gaze on 30s and 40s America in this magnificent successor to American Pastoral.

Ira Ringold is an American roughneck who transforms himself from a ditch-digger in 1930s New Jersey, to a radio hotshot in the 1940s. In his heyday as a star - and as a bullying supporter of 'progressive' political causes - Ira marries Hollywood's leading lady, Eve Frame. Their glamorous honeymoon is short-lived, however, and it is the publication of Eve's scandalous bestselling expose that identifies Ira as 'an American taking his orders from Moscow'. In this story of cruelty, betrayal, and revenge friends become deadly enemies, parents and children estranged, lovers blacklisted and the great felled from vertiginous heights.

'Knotted with energy, barely wasting a scene or word in its cracking velocity' Mail on Sunday
'A passionate and coruscating American tragedy' Financial Times"
9781784875565.0,The Human Stain,Philip Roth,Fiction,English,https://zangakbookstore.am/en/the-human-stain,"It is 1998, the year America is plunged into a frenzy of prurience by the impeachment of a president. In a small New England town a distinguished professor, Coleman Silk, is forced to retire when his colleagues allege that he is a racist. The charge is unfounded, the persecution needless, but the truth about Silk would astonish even his most virulent accuser. Coleman Silk has a secret that he has kept for fifty years. This is the conclusion to Roth's brilliant trilogy of post-war America - a story of seismic shifts in American history and a personal search for renewal and regeneration."
9781784875626.0,Amerika,Franz Kafka,Fiction,English,https://zangakbookstore.am/en/amerika,"After an embarrassing sexual misadventure with a servant girl, sixteen-year-old Karl Rossman is banished to America by his parents. Expected to redeem himself in the land of opportunity, Karl's youthful breeziness propels him into a series of bizarre escapades which threaten to ensnare him permanently. Though dredged with humour and optimism, Kafka's first novel bears his distinctive hallmarks, as young Karl becomes mired in an ever more unreal and oppressive system."
9781784875633.0,To Have & Have Not,Ernest Hemingway,Fiction,English,https://zangakbookstore.am/en/to-have-have-not-2,"If you loved BBC4's Hemingway, read Ernest Hemingway's adventure novel set on the verge of the tropics.

Harry Morgan is a tough guy making his living during the Depression from his motor boat in Key West, Florida. Although he normally takes out fishing parties, sometimes his boat can be put to other uses. If the money offered is worth his while, Harry will run guns, rum and men to and from Cuba. But he is playing a dicey game. Hemingway's hardest hero risks not just his living, but his life."
9781784876111.0,Gone with the Wind,Margaret Mitchell,Fiction,English,https://zangakbookstore.am/en/gone-with-the-wind-1,"My dear, I don't give a damn.'

Margaret Mitchell's page-turning, sweeping American epic has been a classic for over eighty years. Beloved and thought"
9781784877187.0,The Inseparables,Simone de Beauvoir,Fiction,English,https://zangakbookstore.am/en/the-inseparables,"The lost novel from the author of The Second Sex

When Andree joins her school, Sylvie is immediately fascinated. Andree is small for her age, but walks with the confidence of an adult. The girls become close. They talk for hours about equality, justice, war and religion; they lose respect for their teachers; they build a world of their own. But as the girls grow into young women, the pressures of society mount, threatening everything.

This novel was never published in Simone de Beauvoir's lifetime. It tells the story of the real-life friendship that shaped one of the most important thinkers and feminists of the twentieth century."
9781784877200.0,I Who Have Never Known Men,Jacqueline Harpman,Fiction,English,https://zangakbookstore.am/en/i-who-have-never-known-men,"Discover the haunting, heartbreaking post-apocalyptic tale of female friendship and intimacy set in a deserted world.

Deep underground, thirty-nine women are kept in isolation in a cage. Above ground, a world awaits. Has it been abandoned? Devastated by a virus?

Watched over by guards, the women have no memory of how they got there, no notion of time, and only vague recollection of their lives before. But, as the burn of electric light merges day into night and numberless years pass, a young girl - the fortieth prisoner - sits alone and outcast in the corner.

Soon she will show herself to be the key to the others' escape and survival in the strange world that awaits them above ground. The woman who will never know men.


WITH A NEW INTRODUCTION BY SOPHIE MACKINTOSH, MAN BOOKER PRIZE-LONGLISTED AUTHOR OF THE WATER CURE"
9781784877217.0,Beloved,Toni Morrison,Fiction,English,https://zangakbookstore.am/en/beloved-1,"It is the mid-1800s and as slavery looks to be coming to an end, Sethe is haunted by the violent trauma it wrought on her former enslaved life at Sweet Home, Kentucky. Her dead baby daughter, whose tombstone bears the single word, Beloved, returns as a spectre to punish her mother, but also to elicit her love. Told with heart-stopping clarity, melding horror and beauty, Beloved is Toni Morrison's enduring masterpiece."
9781784877705.0,Eleven Kinds of Loneliness,Richard Yates,Fiction,English,https://zangakbookstore.am/en/yates-eleven-kinds-of-lonliness,"First published in 1962, a year after Revolutionary Road, this sublime collection of stories seems even more powerful today. Out of the lives of Manhattan office workers, a cab driver seeking immortality, frustrated would-be novelists, suburban men and their yearning, neglected women, Richard Yates creates a haunting mosaic of the 1950s, the era when the American dream was finally coming true - and just beginning to ring a little hollow."
9781784877712.0,Ulysses,James Joyce,Fiction,English,https://zangakbookstore.am/en/ulysses,"The authoritative Hans Walter Gabler text; with a new introduction by Anne Enright.

Set entirely on one day, 16 June 1904, Ulysses follows Leopold Bloom and Stephen Daedalus as they go about their daily business in Dublin. From this starting point, James Joyce constructs a novel of extraordinary imaginative richness and depth. Unique in the history of literature, Ulysses is one of the most important and enjoyable works of the twentieth century.

The survivor of countless controversies, censorships and even claims of blasphemy, this centenary edition of Ulysses comes packaged in a boldly designed new package, befitting of its status as one of the most notorious and influential novels ever written․"
