ISBN,title,author,genre,language,url,description
5955509224.0,Золотая цеп. Дорога никуда,Грин Александр,Foreign Classical Literature,Russian,https://www.books.am/am/catalog/product/view/id/13413/category/7476/,"Delve into a gripping narrative that intertwines fate and consequence in 'The Golden Chain. The Road to Nowhere.' This compelling story explores the lives of individuals bound by an unseen force, a 'golden chain' of events that dictates their destinies. As they navigate treacherous paths and make life-altering choices, they discover that some roads lead to unexpected revelations, while others spiral into an abyss of uncertainty. With rich character development and a plot full of twists, this book is a profound meditation on free will, destiny, and the intricate connections that shape our existence, leaving readers to ponder the true meaning of their own journeys."
9994164074.0,Մի բուռ լույս,Սիսյան Արմենուհի,Armenian Literature,Armenian,https://www.books.am/am/catalog/product/view/id/7220/category/7472/,"In a world shrouded in darkness, 'A Glimmer of Light' offers a beacon of hope and resilience. This compelling story follows characters navigating profound personal challenges and societal pressures, searching for meaning and connection amidst despair. Through their struggles and triumphs, the novel explores the enduring power of the human spirit, the importance of compassion, and the unexpected ways light can break through the darkest moments. A deeply moving and inspiring read that reminds us of the strength found in vulnerability and the possibility of renewal."
2002913794012.0,Աստղերն են մեղավոր (կոշտ),Գրին Ջոն,Foreign Contemporary Literature,Armenian,https://www.books.am/am/catalog/product/view/id/13453/category/7477/,"This poignant young adult novel tells the story of Hazel Grace Lancaster, a witty and sarcastic teenager living with terminal thyroid cancer. Her life takes an unexpected turn when she meets Augustus Waters, a charming and optimistic cancer survivor, at a support group. Their shared experiences and unique perspectives on life and death quickly forge a deep connection, leading them on an unforgettable journey to Amsterdam to meet their favorite reclusive author. 'The Fault in Our Stars' is a powerful exploration of love, loss, and the search for meaning in the face of mortality, celebrated for its humor, honesty, and heartbreaking portrayal of young love."
2009923919275.0,"Հրաժեշտ պատրանքներին։ Իմ, ժամանակի և Ռուսաստանի մասին երկյուղալի անկեղծությամբ (փափուկ)",Պոզներ Վլադիմիր,Fiction,Armenian,https://www.books.am/am/catalog/product/view/id/5223/category/7464/,"This poignant collection of short stories, 'To My Beloved Ones: About My Time and the Village of Rusastan (Fragments),' offers a deeply personal and evocative glimpse into the author's life and memories. Through a series of intimate narratives, the book explores themes of nostalgia, the passage of time, and the enduring connection to one's roots. The 'fragments' paint vivid pictures of village life, personal experiences, and reflections on the human condition, inviting readers to share in the author's heartfelt journey and contemplate their own cherished moments and origins."
2009924526649.0,KATCHAZ,,Non-fiction,,https://zangakbookstore.am/en/katchaz,"This extended book-album of the Armenian artist Katchaz contains part of the color reproductions of his more than 40 years creations. For the last 30 years Katchaz is living in the USA, has had numerous individual and group exhibitions, he is the winner of multiple European awards and diplomas. All these years he never stopped being himself, an Armenian Artist, in principles, spirit, colors and topics. The book is published with 3 analytical articles of the late famous-scupltor Ervand Kotchar and the forward of art critic Shahen Khachadurian."
9780006476580.0,Nothing Lasts Forever,Sidney Sheldon,Fiction,English,https://zangakbookstore.am/en/nothing-lasts-forever,"Three young doctors-their hopes, their dreams, their unexpected desires…
Dr.Paige Taylor: She swore it was euthanasia, but when Paige inherited a million dollars from a patient, the D.A. called it murder.
Dr. Kat Hunter: She vowed never to let another man too close again-until she accepted the challenge of a deadly bet.
Dr. Honey Taft: To make it in medicine, she knew she'd need something more than the brains God gave her.
Racing from the life-and-death decisions of a big major hospital to the tension-packed fireworks of a murder trial, Nothing Lasts Forever lays bare the ambitions and fears of healers and killers, lovers and betrayers. And proves once again that no reader can outguess Sidney Sheldon, the master of the unexpected."
9780006479222.0,The Illustrated Man,Ray Bradbury,Fiction,English,https://zangakbookstore.am/en/the-illustrated-man,"A classic collection of stories - all told on the skin of a man - from the author of Fahrenheit 451.

If El Greco had painted miniatures in his prime, no bigger than your hand, infinitely detailed, with his sulphurous colour and exquisite human anatomy, perhaps he might have used this man's body for his art...

Yet the Illustrated Man has tried to burn the illustrations off. He's tried sandpaper, acid, and a knife. Because, as the sun sets, the pictures glow like charcoals, like scattered gems. They quiver and come to life. Tiny pink hands gesture, tiny mouths flicker as the figures enact their stories - voices rise, small and muted, predicting the future.

Here are sixteen tales: sixteen illustrations... the seventeenth is your own future told on the skin of the Illustrated Man."
9780006479239.0,The Martian Chronicles,Ray Bradbury,Fiction,English,https://zangakbookstore.am/en/the-martian-chronicles-1,"The strange and wonderful tale of man's experiences on Mars, filled with intense images and astonishing visions.The classic work that transformed Ray"
9780006479673.0,If Tomorrow Comes,Sidney Sheldon,Fiction,English,https://zangakbookstore.am/en/if-tomorrow-comes,"Tracy Whitey is on top of the world. Young, beautiful, intelligent, she is about to marry into wealth and glamour - until, betrayed by her own innocence, she finds herself in prison, framed by a ruthless mafia gang and abandoned by the man she loves. Beaten and broken, but surviving with her dazzling ingenuity, Tracy emerges from her savage ordeal - determined to avenge those who have destroyed her life. Her thirst for revenge takes her from New Orleans to London, from Paris to Madrid and Amsterdam. Tracy is playing for the highest stakes in a deadly game. Only one man can challenge her - he's handsome, persuasive and every bit as daring. Only one man can stop her - an evil genius whose only hope of salvation is in Tracy's destruction..."
9780006490340.0,Jonathan Livingston Seagull: A Story,Richard Bach,Fiction,English,https://zangakbookstore.am/en/jonathan-livingston-seagull,"The complete edition of a timeless classic, includes the recently rediscovered Part Four and 'Last Words' by Richard Bach.Jonathan Livingston Seagull, the most celebrated inspirational fable of our time, tells the story of a bird determined to be more than ordinary.

'Most gulls don't bother to learn more than the simplest facts of flight - how to get from shore to food and back again,' writes author Richard Bach in this allegory about a unique bird named Jonathan Livingston Seagull. 'For most gulls it is not flying that matters, but eating. For this gull, though, it was not eating that mattered, but flight.' Flight is indeed the metaphor that makes this story soar.

This bestselling modern classic is a fable about seeking a higher purpose in life, even if your flock, tribe or neighbourhood finds your ambition threatening (at one point our beloved gull is even banished from his flock). By not compromising his higher vision, Jonathan learns the meaning of love and kindness and gets the ultimate payoff - transcendence.

The dreamy illustrations by Russell Munson provide just the right illustrations for this spirituality classic that has inspired thousands of readers to follow their own path in life and so fulfill their true potential."
9780006546061.0,Fahrenheit 451,Ray Bradbury,Fiction,English,https://zangakbookstore.am/en/fahrenheit-453,"The hauntingly prophetic classic novel set in a not-too-distant future where books are burned by a special task force of firemen.
Over 1 million copies sold in the UK.
Guy Montag is a fireman. His job is to burn books, which are forbidden, being the source of all discord and unhappiness. Even so, Montag is unhappy; there is discord in his marriage. Are books hidden in his house? The Mechanical Hound of the Fire Department, armed with a lethal hypodermic, escorted by helicopters, is ready to track down those dissidents who defy society to preserve and read books.
The classic novel of a post-literate future, 'Fahrenheit 451' stands alongside Orwell's '1984' and Huxley's 'Brave New World' as a prophetic account of Western civilization's enslavement by the media, drugs and conformity.

Bradbury's powerful and poetic prose combines with uncanny insight into the potential of technology to create a novel which over fifty years from first publication, still has the power to dazzle and shock."
9780006754022.0,The Hobbit,John R. R. Tolkien,Fiction,English,https://zangakbookstore.am/en/the-hobbit,"The Hobbit is the unforgettable story of Bilbo, a peace-loving hobbit, who embarks on a strange and magical adventure.

A timeless classic.

Bilbo Baggins enjoys a quiet and contented life, with no desire to travel far from the comforts of home; then one day the wizard Gandalf and a band of dwarves arrive unexpectedly and enlist his services - as a burglar - on a dangerous expedition to raid the treasure-hoard of Smaug the dragon. Bilbo's life is never to be the same again.

Seldom has any book been so widely read and loved as J.R.R. Tolkien's classic tale, 'The Hobbit'. Since its first publication in 1937 it has remained in print to delight each new generation of readers all over the world, and its hero, Bilbo Baggins, has taken his place among the ranks of the immortals of fiction."
9780007152599.0,"Men Are from Mars, Women Are from Venus",John Gray,Non-fiction,English,https://zangakbookstore.am/en/men-are-from-mars-women-are-from-venus,"The legendary relationships guide that mothers recommend to their daughters, friends give as gifts and brothers steal from their sisters, MEN ARE FROM"
9780007166046.0,Eleven Minutes,Paulo Coelho,Fiction,English,https://zangakbookstore.am/en/eleven-minutes,"The bestselling novel from international literary phenomenon Paulo Coelho, author of The Alchemist.

A chance meeting in Rio takes Maria to Geneva, where she dreams of finding fame and fortune, yet ends up working the streets as a prostitute. In Geneva, Maria drifts further and further away from love while at the same time developing a fascination with sex.

Eventually, Maria's despairing view of love is put to the test when she meets a handsome young painter. In this odyssey of self-discovery, Maria has to choose between pursuing a path of darkness, 'sexual pleasure for its own sake', or risking everything to find her own 'inner light' and the possibility of sacred sex, sex in the context of love.

A daring modern fable about the nature of love and sex."
9780007166336.0,King James Version Standard Christening Gift Bible,,Non-fiction,English,https://zangakbookstore.am/en/king-james-version-standard-christening-gift-bible,"The best-selling single Bible edition according to Booktrack, now with an attractive new slipcase and binding, this pocket-sized white Bible is an ide"
9780007200283.0,Half of a Yellow Sun,Chimamanda Ngozi Adichie,Fiction,English,https://zangakbookstore.am/en/half-of-a-yellow-sun,"In 1960s Nigeria, three lives intersect. Ugwu works as a houseboy for a university professor. Olanna has abandoned her life of privilege in Lagos to l"
9780007221523.0,Empire Of The Sun,J. G. Ballard,Fiction,English,https://zangakbookstore.am/en/empire-of-the-sun,"The classic, heartrending story of a British boy's four year ordeal in a Japanese prison camp during the Second World War. Newly reissued with an introduction by John Lanchester.


Based on J. G. Ballard's own childhood, this is the extraordinary account of a boy's life in Japanese-occupied wartime Shanghai - a mesmerising, hypnotically compelling novel of war, of starvation and survival, of internment camps and death marches. It blends searing honesty with an almost hallucinatory vision of a world thrown utterly out of joint.


Rooted as it is in the author's own disturbing experience of war in our time, it is one of a handful of novels by which the twentieth century will be not only remembered but judged.


This edition is part of a new commemorative series of Ballard's works, featuring introductions from a number of his admirers (including Zadie Smith, Rivka Galchen, Hari Kunzru and Martin Amis) and brand-new cover designs from the artist Stanley Donwood."
9780007232444.0,The Corrections,Jonathan Franzen,Fiction,English,https://zangakbookstore.am/en/the-corrections,"After fifty years as a wife and mother, Enid Lambert is ready to have some fun. Unfortunately her husband, Alfred, is losing his sanity, and their children have long since fled for the catastrophes of their own lives. As Alfred's condition worsens and the Lamberts are forced to face their secrets and failures, Enid sets her heart on one last family Christmas."
9780007269761.0,Freedom,Jonathan Franzen,Fiction,English,https://zangakbookstore.am/en/freedom-1,"Both a page-turner and a work of art … an almost perfectly written novel’ Evening Standard
This is the story of the Berglunds, their son Joey, their daughter Jessica and their friend Richard Katz. It is about how we use and abuse our freedom; about the beginning and ending of love; teenage lust; the unexpectedness of adult life; why we compete with our friends; how we betray those closest to us; and why things almost never work out as they ‘should’. It is a story about the human heart, and what it leads us to do to ourselves and each other."
9780007270613.0,The Hobbit,John R. R. Tolkien,Fiction,English,https://zangakbookstore.am/en/the-hobbit-3,"Read the classic edition of Bilbo Baggins' adventures in Middle-earth. Featuring more than 60 colour paintings and pencil drawings by the award-winning artist, Alan Lee, Conceptual Designer on Peter Jackson's THE HOBBIT trilogy.

Bilbo Baggins is a hobbit who enjoys a comfortable, unambitious life, rarely travelling further than the pantry of his hobbit-hole in Bag End. But his contentment is disturbed when the wizard, Gandalf, and a company of thirteen dwarves arrive on his doorstep one day to whisk him away on an unexpected journey 'there and back again'. They have a plot to raid the treasure hoard of Smaug the Magnificent, a large and very dangerous dragon…

The prelude to The Lord of the Rings, The Hobbit has sold many millions of copies since its publication in 1937, establishing itself as one of the most beloved and influential books of the twentieth century.

It is now available in a smart new package, and is illustrated throughout in gorgeous watercolour and delicate pencil by Alan Lee, Conceptual Artist for Peter Jackson's films, THE HOBBIT: AN UNEXPECTED JOURNEY and THE HOBBIT: THERE AND BACK AGAIN."
9780007284740.0,Dandelion Wine,Ray Bradbury,Fiction,English,https://zangakbookstore.am/en/dandelion-wine-1,"An endearing classic of childhood memories of an idyllic midwestern summer from the celebrated author of 'Farenheit 451'.

""He stood at the open window in the dark, took a deep breath and exhaled.

The street lights, like candles on a black cake, went out.

He exhaled again and again and the stars began to vanish.

Douglas smiled. He pointed a finger.

There, and there. Now over here, and here…

Yellow squares were cut in the dim morning earth as house lights winked slowly on. A sprinkle of windows came suddenly alight miles off in dawn country.

'Everyone yawn. Everyone up.'""

In the backwaters of Illinois, Douglas Spaulding's grandfather makes an intoxicating brew from harvested dandelions. 'Dandelion Wine' is a quirky, breathtaking coming-of-age story from one of science fiction's greatest writers. Distilling his experiences into ""Rites & Ceremonies"" and ""Discoveries & Revelations"", the young Spaulding wistfully ponders over magical tennis shoes, and machines for every purpose from time travel to happiness and silent travel.

Based upon Bradbury's own experiences growing up in Waukegan in the 1920s, 'Dandelion Wine' is a heady mixture of fond memory, forgiveness, magic, the imagination and above all, of summers that seemed to go on forever."
9780007284757.0,Farewell Summer,Ray Bradbury,Fiction,English,https://zangakbookstore.am/en/farewell-summer,"A poignant and brilliant sequel to Dandelion Wine from the author of Fahrenheit 451

In Green Town Illinois, Douglas Spaulding is in the midst of a sm"
9780007287024.0,Crash,J. G. Ballard,Fiction,English,https://zangakbookstore.am/en/crash,"The definitive cult, post-modern novel - a shocking blend of violence, transgression and eroticism - reissued with a new introduction from Zadie Smith.


When Ballard, our narrator, smashes his car into another and watches a man die in front of him, he finds himself drawn with increasing intensity to the mangled impacts of car crashes. Robert Vaughan, a former TV scientist turned nightmare angel of the expressway, has gathered around him a collection of alienated crash victims and experiments with a series of auto-erotic atrocities, each more sinister than the last. But Vaughan craves the ultimate crash - a head-on collision of blood, semen, engine coolant and iconic celebrity.


First published in 1973 'Crash' remains one of the most shocking novels of the twentieth century and was made into an equally controversial film by David Cronenberg.


This edition is part of a new commemorative series of Ballard's works, featuring introductions from a number of his admirers (including Robert Macfarlane, Martin Amis, James Lever and Ali Smith) and brand-new cover designs from the artist Stanley Donwood."
9780007318384.0,Beautiful Losers,Leonard Cohen,Fiction,English,https://zangakbookstore.am/en/beautiful-losers,"Revolving around four central - and intrinsically flawed - characters, 'Beautiful Losers' is the frank and humorous story of a nameless narrator, his wife Edith, their domineering friend and mentor 'F' and Catherine Tekakwitha, a mythic 17th-century Mohawk virgin saint. The complexities of this three-way love, pain and lust are sent spiralling by the death of Edith and 'F' at the novel's start, leading the damaged narrator to question the nature of love, sexuality and spirituality in a series of explicit flashbacks."
9780007328062.0,Management Secrets- Business Secrets,,Non-fiction,English,https://zangakbookstore.am/en/management-secrets-business-secrets,"The management secrets that experts and top professionals use.

Get results fast with this quick, easy guide to the fundamentals of Management.
Includ"
9780007341924.0,The Ticket that Exploded,William Burroughs,Fiction,English,https://zangakbookstore.am/en/the-ticket-that-exploded,"This is the second novel, alongside 'The Soft Machine' and 'Nova Express', in William Burroughs' classic 'Cut-Up Trilogy'. A prophetic vision of a world in which technology has gone haywire, 'The Ticket That Exploded' continues the adventures of Agent Lee in his mission to investigate and subvert the methods of mind control being used by The Nova Mob. Experimental, unnerving and compelling in equal measure, this is a completely original work of science fiction and a gripping moral and political fable from post-war America's most controversial and influential writer."
9780007341931.0,The Place of Dead Roads,William Burroughs,Fiction,English,https://zangakbookstore.am/en/the-place-of-dead-roads,"A controversial reworking of well-trodden American myth by the author of 'Naked Lunch'. This surreal fable, set in America's Old West, features a cast of notorious characters: The Crying Gun, who breaks into tears at the sight of his opponent; The Priest, who goes into gunfights giving his adversaries the last rites; and The Nihilistic Kid himself, Kim Carson, who, with a succession of beautiful sidekicks, sets out to challenge the morality of small-town America. Fantastical and humorous, 'The Place of Dead Roads' continues William Burroughs' exploration of society's controlling forces - the State, the Church, women, literature, drugs - with a style that is utterly unique in twentieth-century literature."
9780007350773.0,Pride and Prejudice,Jane Austen,Fiction,English,https://zangakbookstore.am/en/pride-and-prejudice-2,"HarperCollins is proud to present its range of best-loved, essential classics.

'It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.'

Austen's best-loved tale of love, marriage and society in class-conscious Georgian England still delights modern readers today with its comedy and characters. It follows the feisty, quick-witted Elizabeth Bennet as her parents seek to ensure good marriages for her and her sisters in order to secure their future. The protagonists Darcy and Elizabeth learn much about themselves and those around them and Austen's expertly crafted comedy characters of Mrs Bennet and Mr Collins demonstrate her great artistry as a writer."
9780007350988.0,Macbeth,William Shakespeare,Fiction,English,https://zangakbookstore.am/en/macbeth-2,"HarperCollins is proud to present its new range of best-loved, essential classics.

'Stars, hide your fires!
Let not light see my black and deep desires.'

One of Shakespeare's darkest and most violent tragedies, Macbeth's struggle between his own ambition and his loyalty to the King is dramatically compelling. As those he kills return to haunt him, Macbeth is plagued by the prophecy of three sinister witches and the power hungry desires of his wife."
9780007354979.0,"Wicked Lovely, Volume 1: Sanctuary (TokyoPop)",Marr Melissa,Comics & Manga,English,https://www.books.am/am/catalog/product/view/id/112655/category/7479/,"Step into a hidden world where faeries walk among us in 'Wicked Lovely, Volume 1: Sanctuary.' Aislinn has always seen faeries, a secret she's kept hidden, knowing that acknowledging them could be dangerous. But when the Summer King, Keenan, sets his sights on her, Aislinn is drawn into a perilous game of ancient magic and forbidden love. This graphic novel adaptation of Melissa Marr's bestselling series beautifully captures the dark allure and intricate politics of the fae courts. It's a captivating tale of destiny, sacrifice, and the struggle to choose between two worlds, perfect for fans of urban fantasy and romance."
9780007356348.0,Americanah,Chimamanda Ngozi Adichie,Fiction,English,https://zangakbookstore.am/en/americanah,"'Some novels tell a great story and others make you change the way you look at the world. Americanah does both' Guardian



As teenagers in Lagos, Ifemelu and Obinze fall in love. Their Nigeria is under military dictatorship, and people are fleeing the country if they can. The self-assured Ifemelu departs for America. There she suffers defeats and triumphs, finds and loses relationships, all the while feeling the weight of something she never thought of back home: race. Obinze had hoped to join her, but post-9/11 America will not let him in, and he plunges into a dangerous, undocumented life in London.


Thirteen years later, Obinze is a wealthy man in a newly democratic Nigeria, while Ifemelu has achieved success as a blogger. But after so long apart and so many changes, will they find the courage to meet again, face to face?


Fearless, gripping, spanning three continents and numerous lives, the National Book Critics Circle Award-winning 'Americanah' is a richly told story of love and expectation set in today's globalized world."
9780007358380.0,Wodehouse: Carry on Jeeves,Pelham Grenville Wodehouse,Fiction,English,https://zangakbookstore.am/en/wodehouse-carry-on-jeeves,"These marvellous stories introduce us to Jeeves, whose first ever duty is to cure Bertie's raging hangover ('If you would drink this, sir... it is a little preparation of my own invention. It is the Worcester Sauce that gives it its colour. The raw egg makes it nutritious. The red pepper gives it its bite. Gentlemen have told me they have found it extremely invigorating after a late evening.')
And from that moment, one of the funniest, sharpest and most touching partnerships in English literature never looks back..."
9780007368617.0,Persuasion,Jane Austen,Fiction,English,https://zangakbookstore.am/en/persuasion,"HarperCollins is proud to present its range of best-loved, essential classics.

'She had been forced into prudence in her youth, she learned romance as she grew older: the natural sequel of an unnatural beginning.'

Written at the end of the Napoleonic Wars, Persuasion is a tale of love, heartache and the determination of one woman as she strives to reignite a lost love.

Anne Elliot is persuaded by her friends and family to reject a marriage proposal from Captain Wentworth because he lacks in fortune and rank. More than seven years later, when he returns home from the Navy, Anne realises she still has strong feelings for him, but Wentworth only appears to have eyes for a friend of Anne's.

Moving, tender, but intrinsically 'Austen' in style, with it's satirical portrayal of the vanity of society in eighteenth-century England, Persuasion celebrates enduring love and hope."
9780007414987.0,Play It As It Lays,Joan Didion,Fiction,English,https://zangakbookstore.am/en/play-it-as-it-lays,"Somewhere out beyond Hollywood, hollowed-out actress Maria Wyeth's life plays out in a numbing routine of perpetual freeway driving. In her early thirties, divorced from her husband, dislocated from friends, anesthetized to pain and please, Wheth is a woman who has run out of both desires and motives - the epitome of a generation made ill by too much freedom."
9780007437849.0,By Nightfall,Michael Cunningham,Fiction,English,https://zangakbookstore.am/en/by-nightfall,"The whole course of one’s life really can change in an instant.
Peter is 44, prosperous, childless, the owner of a big New York apartment, a player in the NY contemporary art dealing scene. He has been married to Rebecca for close on 20 years. Their marriage is sound, in the way marriages are. Peter might even describe himself to be happy. But when Mizzy, Rebecca’s much younger brother, comes to stay, his world is turned upside down. Returning to their New York flat after work one day, Peter sees the outline of Rebecca in the shower. But when he opens the shower door, it is Mizzy he comes face to face with. From that moment on, Mizzy who occupies all of Peter’s thoughts. His fascination with him is erotic but not exactly sexual. Without ever really falling out of love with his wife, he tumbles into love with her brother, and is encouraged that way by the young man.
With traces of the tensions that ripple through Death in Venice, this new novel from Michael Cuningham brilliantly examines the quest for unattainable, and temporal, beauty"
9780007447831.0,A Clash of Kings,George R. R. Martin,Fiction,English,https://zangakbookstore.am/en/a-clash-of-kings,"HBO's hit series A GAME OF THRONES is based on George R R Martin's internationally bestselling series A SONG OF ICE AND FIRE, the greatest fantasy epic of the modern age. A CLASH OF KINGS is the second volume in the series.

'Nobody does fantasy quite like Martin' Sunday Times

Throughout Westeros, the cold winds are rising.

From the ancient citadel of Dragonstone to the forbidding lands of Winterfell, chaos reigns as pretenders to the Iron Throne of the Seven Kingdoms stake their claims through tempest, turmoil and war.

As a prophecy of doom cuts across the sky - a comet the colour of blood and flame - five factions struggle for control of a divided land. Brother plots against brother and the dead rise to walk in the night.

Against a backdrop of incest, fratricide, alchemy and murder, the price of glory is measured in blood."
9780007447848.0,A Storm of Swords. Part One Steel and Snow,George R. R. Martin,Fiction,English,https://zangakbookstore.am/en/a-storm-of-swords-part-one-steel-and-snow,"HBO's hit series A GAME OF THRONES is based on George R R Martin's internationally bestselling series A SONG OF ICE AND FIRE, the greatest fantasy epic of the modern age.

A STORM OF SWORDS: STEEL AND SNOW is the FIRST part of the third volume in the series.

'Martin has captured the imagination of millions' Guardian

Winter approaches Westeros like an angry beast.

The Seven Kingdoms are divided by revolt and blood feud. In the northern wastes, a horde of hungry, savage people steeped in the dark magic of the wilderness is poised to invade the Kingdom of the North where Robb Stark wears his new-forged crown. And Robb's defences are ranged against the South, the land of the cunning and cruel Lannisters, who have his younger sisters in their power.

Throughout Westeros, the war for the Iron Throne rages more fiercely than ever, but if the Wall is breached, no king will live to claim it."
9780007447862.0,A Feast for Crows - A Song of Ice and Fire,George R.R. Martin,Fiction,English,https://zangakbookstore.am/en/a-feast-for-crows-a-song-of-ice-and-fire,"HBO's hit series A GAME OF THRONES is based on George R R Martin's internationally bestselling series A SONG OF ICE AND FIRE, the greatest fantasy epi"
9780007449439.0,Three Men in a Boat,Jerome K. Jerome,Fiction,English,https://zangakbookstore.am/en/three-men-in-a-boat,"That's Harris all over - so ready to take the burden of everything himself, and put it on the backs of other people.'
Three late-Victorian gentlemen, George, Harris and the writer himself as well as their fox terrier Montmorency take a trip in a boat along the River Thames to Oxford. What ensues is a hilarious journey through the English waterways full of anecdotes, and farcical incidents with Montmorency wreaking havoc along the way."
9780007449484.0,Tender Is the Night,Francis Scott Fitzgerald,Fiction,English,https://zangakbookstore.am/en/tender-is-the-night-2,"From Collins Classics and the author of 'The Great Gatsby' a marriage unravels in this autobiographical tale.

'Sometimes it is harder to deprive oneself of a pain than of a pleasure.'

Set on the French Riviera in the 1920s, American Dick Diver and his wife Nicole are the epitome of chic, living a glamorous lifestyle and entertaining friends at their villa. Young film star Rosemary Hoyt arrives in France and becomes entranced by the couple. It is not long before she is attracted to the enigmatic Dick, but he and his wife hold dark secrets and as their marriage becomes more fractured, Fitzgerald laments the failure of idealism and the carefully constructed trappings of high society in the Roaring Twenties."
9780007466061.0,Dreams and Dust - A Dance With Dragons,George R. R. Martin,Fiction,English,https://zangakbookstore.am/en/dreams-and-dust-a-dance-with-dragons,"HBO's hit series A GAME OF THRONES is based on George R R Martin's internationally bestselling series A SONG OF ICE AND FIRE, the greatest fantasy epic of the modern age.

A DANCE WITH DRAGONS: DREAMS AND DUST is the FIRST part of the fifth volume in the series.

'Richly satisfying and utterly engrossing' Sunday Times

In the aftermath of a colossal battle, new threats are emerging from every direction.

Tyrion Lannister, having killed his father, and wrongfully accused of killing his nephew, King Joffrey, has escaped from King's Landing with a price on his head.

To the north lies the great Wall of ice and stone - a structure only as strong as those guarding it. Eddard Stark's bastard son Jon Snow has been elected 998th Lord Commander of the Night's Watch. But Jon has enemies both inside and beyond the Wall. And in the east Daenerys Targaryen struggles to hold a city built on dreams and dust."
9780007466078.0,After the Feast - A Dance With Dragons,George R. R. Martin,Fiction,English,https://zangakbookstore.am/en/after-the-feast-a-dance-with-dragons,"HBO's hit series A GAME OF THRONES is based on George R R Martin's internationally bestselling series A SONG OF ICE AND FIRE, the greatest fantasy epic of the modern age.

A DANCE WITH DRAGONS: AFTER THE FEAST is the SECOND part of the fifth volume in the series.

'Vivid, rich, multi-layered and utterly addictive' Daily Express.

The future of the Seven Kingdoms hangs in the balance.

In King's Landing the Queen Regent, Cersei Lannister, awaits trial, abandoned by all those she trusted; while in the eastern city of Yunkai her brother Tyrion has been sold as a slave. From the Wall, having left his wife and the Red Priestess Melisandre under the protection of Jon Snow, Stannis Baratheon marches south to confront the Boltons at Winterfell. But beyond the Wall the wildling armies are massing for an assault…

On all sides bitter conflicts are reigniting, played out by a grand cast of outlaws and priests, soldiers and skinchangers, nobles and slaves. The tides of destiny will inevitably lead to the greatest dance of all."
9780007491568.0,Fahrenheit 451,Ray Bradbury,Fiction,English,https://zangakbookstore.am/en/fahrenheit-454,"Guy Montag is a fireman. His job is to burn books, which are forbidden, being the source of all discord and unhappiness. Even so, Montag is unhappy; there is discord in his marriage. Are books hidden in his house? The Mechanical Hound of the Fire Department, armed with a lethal hypodermic, escorted by helicopters, is ready to track down those dissidents who defy society to preserve and read books.
The classic novel of a post-literate future, FAHRENHEIT 451 stands alongside Orwell′s 1984 and Huxley′s BRAVE NEW WORLD as a prophetic account of Western civilization′s enslavement by the media, drugs and conformity.
Bradbury′s powerful and poetic prose combines with uncanny insight into the potential of technology to creat a novel which, fifty years on from first publication, still has the power to dazzle and shock."
9780007521272.0,Homeland: Carrie's Run,Andrew Kaplan,Fiction,English,https://zangakbookstore.am/en/homeland-carries-run,"An edge-of-your-seat original prequel novel based on Showtime's hit series, HOMELAND, `the best thriller on American television' New York Post

Beirut, 2006. CIA operations officer Carrie Mathison barely escapes an ambush while attempting a clandestine meeting with a new contact code-named Nightingale. Suspicious that security has been compromised, she challenges the station chief in a heated confrontation that gets her booted back to Langley.

Expert in recognizing and anticipating behavioral patterns-a skill enhanced by the bipolar disorder she keeps secret to protect her career-Carrie is increasingly certain that a terrorist plot has been set in motion. Carrie risks a shocking act of insubordination that helps her uncover secret evidence connecting Nightingale with Abu Nazir, the leader of Al Qaeda in Iraq. Determined to stop the terrorist mastermind, she embarks on an obsessive quest that will nearly destroy her.
Filled with the suspense and plot twists that have made Homeland a must-watch series, this riveting tale reveals the compelling untold backstories of the series' main characters and takes fans deeper into the life and mind of one brilliant woman spy."
9780007523221.0,The Silmarillion,John R. R. Tolkien,Fiction,English,https://zangakbookstore.am/en/the-silmarillion,"The forerunner to The Lord of the Rings, The Silmarillion tells the earlier history of Middle-earth, recounting the events of the First and Second Ages, and introducing some of the key characters, such as Galadriel, Elrond, Elendil and the Dark Lord, Sauron.

The Silmarillion is an account of the Elder Days, of the First Age of Tolkien's world. It is the ancient drama to which the characters in The Lord of the Rings look back, and in whose events some of them such as Elrond and Galadriel took part. The tales of The Silmarillion are set in an age when Morgoth, the first Dark Lord, dwelt in Middle-Earth, and the High Elves made war upon him for the recovery of the Silmarils, the jewels containing the pure light of Valinor.

Included in the book are several shorter works. The Ainulindale is a myth of the Creation and in the Valaquenta the nature and powers of each of the gods is described. The Akallabeth recounts the downfall of the great island kingdom of Númenor at the end of the Second Age and Of the Rings of Power tells of the great events at the end of the Third Age, as narrated in The Lord of the Rings.

This pivotal work features the revised, corrected text and includes, by way of an introduction, a fascinating letter written by Tolkien in 1951 in which he gives a full explanation of how he conceived the early Ages of Middle-earth."
